Customer_ID,Transaction_ID,Product_Category,Product_Name,Quantity_Purchased,Purchase_Amount,Discount_Percentage,Final_Price,Purchase_Date,Payment_Method,Customer_Age,Customer_Gender,Region
737,T00737,Laptop,MacBook Pro,1,155.42,25.39,115.96,11/10/2023,Credit Card,41,Female,Africa
738,T00738,Mobile,Samsung Galaxy S22,3,2215.65,26.99,1617.65,11/11/2024,Cash,19,Male,South America
739,T00739,Laptop,HP Spectre x360,7,209.44,21.12,165.21,9/5/2023,Credit Card,38,Male,North America
740,T00740,Headphones,Bose 700,7,2966.67,7.18,2753.66,5/4/2023,Debit Card,57,Female,Africa
741,T00741,Headphones,AirPods Pro,5,2156.7,29.98,1510.12,8/3/2024,Cash,64,Male,Africa
742,T00742,TV,Sony Bravia,3,511.91,19.09,414.19,11/17/2023,PayPal,27,Female,North America
743,T00743,Headphones,Sony WH-1000XM4,2,2020.71,5.29,1913.81,4/21/2024,Debit Card,67,Male,South America
744,T00744,Mobile,iPhone 13,1,1633.28,10.48,1462.11,8/18/2024,PayPal,34,Female,Europe
745,T00745,Mobile,Samsung Galaxy S22,3,216.47,12.4,189.63,5/26/2023,Credit Card,59,Male,South America
746,T00746,Headphones,AirPods Pro,4,2393.54,19.05,1937.57,1/28/2025,Cash,59,Female,Asia
747,T00747,Mobile,iPhone 13,8,2191.96,4.18,2100.34,11/12/2023,Debit Card,19,Male,Europe
748,T00748,Headphones,Bose 700,6,1790.14,26.37,1318.08,4/22/2023,PayPal,34,Male,North America
749,T00749,TV,Samsung QLED,7,1359.89,17.74,1118.65,7/31/2023,Debit Card,36,Female,North America
750,T00750,Smartwatch,Samsung Galaxy Watch 4,2,470.36,11.46,416.46,7/10/2024,Credit Card,29,Female,Africa
751,T00751,Headphones,Bose 700,10,1353.1,3,1312.51,3/10/2023,Credit Card,30,Male,North America
752,T00752,TV,Samsung QLED,7,1379.17,15.23,1169.12,8/8/2024,Credit Card,32,Female,North America
753,T00753,Mobile,iPhone 13,1,1092.3,4.11,1047.41,5/3/2024,Debit Card,26,Female,Europe
754,T00754,TV,LG OLED,2,1417.58,25.73,1052.84,8/18/2024,Debit Card,23,Male,Africa
755,T00755,Headphones,Bose 700,7,2958.47,20.44,2353.76,7/19/2023,Debit Card,53,Male,North America
756,T00756,Laptop,Dell XPS 15,1,147.49,23.88,112.27,10/23/2024,Debit Card,34,Male,Asia
757,T00757,Laptop,Dell XPS 15,4,170.76,2.71,166.13,2/18/2025,Credit Card,68,Female,Europe
758,T00758,Laptop,Dell XPS 15,7,1589.99,19.2,1284.71,12/11/2023,Cash,32,Male,Europe
759,T00759,Laptop,Dell XPS 15,3,2780.32,17.47,2294.6,5/15/2024,Credit Card,29,Female,South America
760,T00760,Mobile,iPhone 13,6,2546.58,21.4,2001.61,11/1/2024,Debit Card,67,Male,Europe
761,T00761,TV,Sony Bravia,6,2870.44,29.96,2010.46,8/11/2024,Credit Card,49,Male,Africa
762,T00762,Laptop,MacBook Pro,3,2551.17,3.02,2474.12,9/20/2023,Cash,65,Male,North America
763,T00763,Smartwatch,Garmin Forerunner,4,2072.54,22.72,1601.66,9/13/2023,Credit Card,32,Female,South America
764,T00764,TV,Samsung QLED,4,1416.22,14.75,1207.33,3/6/2023,Cash,21,Female,North America
765,T00765,Laptop,Dell XPS 15,6,2527.57,1.27,2495.47,8/25/2023,Credit Card,48,Female,Europe
766,T00766,Smartwatch,Samsung Galaxy Watch 4,7,230.27,29.15,163.15,11/23/2024,Cash,47,Male,Asia
767,T00767,Laptop,MacBook Pro,8,2140.89,11.4,1896.83,10/14/2024,Credit Card,64,Female,South America
768,T00768,Mobile,Samsung Galaxy S22,1,269.83,10.02,242.79,11/17/2024,Cash,53,Male,Asia
769,T00769,Laptop,HP Spectre x360,6,1809.65,29.28,1279.78,9/3/2023,Debit Card,62,Female,North America
770,T00770,Laptop,Dell XPS 15,5,385.64,11.86,339.9,7/12/2023,Debit Card,47,Female,Asia
771,T00771,Mobile,Samsung Galaxy S22,1,264.77,17.85,217.51,11/20/2024,Debit Card,69,Male,Europe
772,T00772,Smartwatch,Apple Watch Series 7,2,636.57,18.16,520.97,2/8/2024,Cash,40,Male,Africa
773,T00773,Mobile,Google Pixel 6,1,2353.34,23.93,1790.19,3/2/2023,Debit Card,37,Male,South America
774,T00774,Smartwatch,Samsung Galaxy Watch 4,10,938.13,26.32,691.21,11/12/2023,PayPal,28,Female,North America
775,T00775,Laptop,MacBook Pro,7,2079.38,4.35,1988.93,5/26/2023,Cash,55,Male,South America
776,T00776,Smartwatch,Samsung Galaxy Watch 4,2,1786.06,12.49,1562.98,1/9/2025,PayPal,22,Female,South America
777,T00777,Mobile,Google Pixel 6,9,1673.76,28.14,1202.76,8/31/2023,Debit Card,69,Female,Europe
778,T00778,Mobile,Google Pixel 6,10,2710.52,21.63,2124.23,11/20/2024,PayPal,36,Male,South America
779,T00779,TV,Sony Bravia,2,1160.72,9.78,1047.2,10/6/2024,Cash,65,Female,South America
780,T00780,TV,LG OLED,9,1501.48,1.04,1485.86,7/26/2023,Cash,29,Male,South America
781,T00781,TV,LG OLED,8,2410.99,24.62,1817.4,8/5/2024,Debit Card,49,Female,North America
782,T00782,Smartwatch,Apple Watch Series 7,8,331.24,12.33,290.4,12/17/2023,Cash,56,Male,Europe
783,T00783,Smartwatch,Apple Watch Series 7,2,1571.56,8.88,1432.01,6/1/2023,Debit Card,66,Male,Asia
784,T00784,Smartwatch,Apple Watch Series 7,7,1080.54,8.72,986.32,7/21/2023,Cash,64,Male,Africa
785,T00785,Headphones,Sony WH-1000XM4,2,2319.23,25.94,1717.62,7/25/2024,Credit Card,68,Female,Asia
786,T00786,Mobile,Samsung Galaxy S22,7,2244.95,8.35,2057.5,6/15/2024,Cash,20,Male,Africa
787,T00787,TV,LG OLED,3,1804.3,20.97,1425.94,4/1/2023,PayPal,58,Female,Asia
788,T00788,Headphones,Sony WH-1000XM4,7,329.41,5.1,312.61,8/18/2024,Cash,18,Male,North America
789,T00789,Mobile,iPhone 13,6,213.42,7.93,196.5,11/9/2023,Cash,18,Male,Africa
790,T00790,Smartwatch,Garmin Forerunner,7,2419.49,21.67,1895.19,6/3/2024,Debit Card,35,Male,North America
791,T00791,Smartwatch,Garmin Forerunner,3,804.88,0.55,800.45,6/17/2024,Credit Card,64,Male,North America
792,T00792,Laptop,MacBook Pro,9,853.94,6.88,795.19,1/19/2024,Cash,24,Male,South America
793,T00793,Headphones,Sony WH-1000XM4,2,546.44,7.32,506.44,6/23/2024,PayPal,53,Female,South America
794,T00794,Mobile,Samsung Galaxy S22,2,855.68,29.25,605.39,8/21/2023,Credit Card,34,Male,Asia
795,T00795,Mobile,Google Pixel 6,5,1078.29,3.92,1036.02,10/26/2023,PayPal,67,Female,Asia
796,T00796,Mobile,Google Pixel 6,10,1702.13,22.72,1315.41,5/14/2023,Cash,58,Female,South America
797,T00797,TV,Sony Bravia,10,595.1,27.61,430.79,10/27/2023,Credit Card,38,Male,Africa
798,T00798,Laptop,HP Spectre x360,4,2557.98,20.36,2037.18,2/10/2024,Credit Card,55,Male,South America
799,T00799,Laptop,MacBook Pro,2,846.77,20.83,670.39,11/8/2024,Cash,28,Male,Africa
800,T00800,Mobile,iPhone 13,3,1730.75,17.87,1421.46,3/31/2023,Credit Card,25,Male,Europe
801,T00801,Headphones,Bose 700,1,2749.58,11.95,2421.01,6/27/2024,Credit Card,43,Female,North America
802,T00802,Mobile,iPhone 13,7,272.72,21.73,213.46,8/29/2024,Cash,45,Male,Asia
803,T00803,TV,LG OLED,3,600.68,3.43,580.08,1/10/2024,Cash,56,Female,Africa
804,T00804,Headphones,AirPods Pro,6,56.63,26.29,41.74,11/14/2024,Cash,60,Male,Africa
805,T00805,Headphones,Bose 700,2,2220,5.98,2087.24,2/1/2024,Debit Card,43,Male,Africa
806,T00806,TV,LG OLED,9,1151.68,12.05,1012.9,1/11/2025,Debit Card,63,Female,Europe
807,T00807,Laptop,Dell XPS 15,7,204.76,6.4,191.66,6/6/2024,Credit Card,22,Male,South America
808,T00808,Headphones,Sony WH-1000XM4,10,2987.91,24.97,2241.83,9/10/2024,Debit Card,24,Female,Europe
809,T00809,Headphones,Sony WH-1000XM4,2,2701.25,9.9,2433.83,7/3/2023,Cash,51,Female,Europe
810,T00810,Smartwatch,Garmin Forerunner,4,443.54,2.58,432.1,3/28/2024,PayPal,39,Male,Africa
811,T00811,TV,Sony Bravia,2,2984.07,2.01,2924.09,12/27/2023,Credit Card,52,Female,North America
812,T00812,Mobile,iPhone 13,3,1447.13,0.94,1433.53,8/12/2024,Cash,42,Male,Asia
813,T00813,Laptop,HP Spectre x360,3,720.19,0.05,719.83,3/21/2023,Debit Card,41,Female,Europe
814,T00814,Laptop,MacBook Pro,4,2081.64,17.02,1727.34,7/20/2023,Credit Card,43,Female,South America
815,T00815,Smartwatch,Samsung Galaxy Watch 4,1,1807.09,3.95,1735.71,2/27/2024,Debit Card,25,Male,Europe
816,T00816,Smartwatch,Apple Watch Series 7,2,2397.75,22.42,1860.17,3/8/2023,PayPal,25,Male,Africa
817,T00817,Mobile,iPhone 13,7,2154.5,20.67,1709.16,10/3/2024,Cash,54,Female,Europe
818,T00818,Mobile,iPhone 13,9,2642.54,16.63,2203.09,5/6/2023,PayPal,38,Female,South America
819,T00819,Laptop,Dell XPS 15,4,467.3,23.97,355.29,5/18/2023,Debit Card,47,Male,North America
820,T00820,TV,Samsung QLED,3,1356.34,21.62,1063.1,2/2/2025,Credit Card,40,Male,Europe
821,T00821,Smartwatch,Garmin Forerunner,2,2442.88,12.83,2129.46,2/23/2025,Credit Card,32,Female,South America
822,T00822,Smartwatch,Garmin Forerunner,3,2566.78,12.77,2239,3/20/2024,Credit Card,61,Male,Europe
823,T00823,Headphones,Bose 700,5,1487.19,14,1278.98,7/11/2024,Debit Card,67,Male,North America
824,T00824,Smartwatch,Samsung Galaxy Watch 4,2,883.48,17.59,728.08,12/7/2024,Credit Card,70,Female,Europe
825,T00825,Smartwatch,Apple Watch Series 7,8,879.55,26.59,645.68,8/3/2024,Cash,31,Female,South America
826,T00826,Mobile,iPhone 13,3,2679.94,4.91,2548.35,5/21/2023,Debit Card,62,Female,Asia
827,T00827,Headphones,Bose 700,2,2644.72,5.19,2507.46,3/8/2023,Credit Card,50,Male,Europe
828,T00828,Smartwatch,Apple Watch Series 7,1,624.62,25.9,462.84,3/18/2023,Cash,30,Female,Africa
829,T00829,Smartwatch,Apple Watch Series 7,10,101.19,15.19,85.82,6/24/2023,PayPal,62,Female,North America
830,T00830,Laptop,HP Spectre x360,3,1719.37,11.87,1515.28,5/28/2023,Debit Card,27,Female,Asia
831,T00831,TV,LG OLED,2,778.15,17.15,644.7,4/3/2023,Cash,28,Male,South America
832,T00832,TV,Samsung QLED,3,2774.29,3.92,2665.54,11/24/2024,Debit Card,33,Male,North America
833,T00833,TV,LG OLED,10,973.89,1.7,957.33,9/15/2024,PayPal,64,Female,Africa
834,T00834,TV,Sony Bravia,9,2047.42,27.87,1476.8,10/23/2024,Cash,69,Female,Africa
835,T00835,Smartwatch,Samsung Galaxy Watch 4,7,2544.66,23.72,1941.07,3/15/2023,Credit Card,37,Male,South America
836,T00836,Mobile,Samsung Galaxy S22,10,947.26,9.56,856.7,7/13/2024,Cash,55,Female,North America
837,T00837,Headphones,AirPods Pro,3,390.85,7.73,360.64,10/3/2024,Cash,25,Female,Europe
838,T00838,Smartwatch,Samsung Galaxy Watch 4,2,1329.64,3.14,1287.89,8/8/2023,Cash,39,Male,South America
839,T00839,Mobile,Google Pixel 6,8,550.06,29.15,389.72,2/26/2024,PayPal,52,Male,Africa
840,T00840,TV,LG OLED,3,482.71,3.97,463.55,10/28/2024,Cash,55,Male,South America
841,T00841,Mobile,Samsung Galaxy S22,8,415.38,1.81,407.86,2/7/2025,Cash,34,Male,Africa
842,T00842,Laptop,Dell XPS 15,1,1328.95,10.67,1187.15,4/20/2023,Credit Card,24,Male,South America
843,T00843,Mobile,Samsung Galaxy S22,6,888.76,10.82,792.6,1/10/2025,Debit Card,35,Female,South America
844,T00844,Mobile,Samsung Galaxy S22,1,2870.07,24.22,2174.94,8/26/2024,PayPal,48,Male,South America
845,T00845,Headphones,Bose 700,8,814.92,10.89,726.18,11/1/2024,Credit Card,59,Male,Africa
846,T00846,Headphones,Sony WH-1000XM4,9,2657.02,26.13,1962.74,9/17/2024,Debit Card,21,Female,Africa
847,T00847,Mobile,Google Pixel 6,5,1091.8,17.5,900.73,7/4/2024,Credit Card,61,Male,Asia
848,T00848,TV,Samsung QLED,8,1350.76,29.24,955.8,12/7/2023,Credit Card,64,Male,Europe
849,T00849,Laptop,MacBook Pro,9,1986.88,18.93,1610.76,2/10/2024,Credit Card,37,Male,Africa
850,T00850,Laptop,Dell XPS 15,1,281.04,22.27,218.45,7/10/2024,Cash,41,Female,South America
851,T00851,Smartwatch,Samsung Galaxy Watch 4,4,1139.19,22.97,877.52,11/2/2023,Credit Card,19,Male,Africa
852,T00852,Mobile,Samsung Galaxy S22,4,471.05,17.65,387.91,10/28/2023,Credit Card,22,Male,Europe
853,T00853,Headphones,Bose 700,1,1007.63,12.41,882.58,3/22/2023,Credit Card,31,Male,Asia
854,T00854,Laptop,Dell XPS 15,5,680.02,29.06,482.41,8/29/2024,PayPal,65,Male,Europe
855,T00855,Smartwatch,Samsung Galaxy Watch 4,8,1937.18,25.68,1439.71,3/28/2023,PayPal,40,Male,South America
856,T00856,Headphones,Sony WH-1000XM4,10,2031.52,28.93,1443.8,4/16/2024,Debit Card,30,Male,South America
857,T00857,Laptop,Dell XPS 15,3,2862.05,8.45,2620.21,1/16/2025,Credit Card,33,Female,Europe
858,T00858,TV,Samsung QLED,9,2234.27,10.37,2002.58,11/10/2023,Debit Card,50,Male,South America
859,T00859,Headphones,AirPods Pro,3,382.76,19.38,308.58,7/31/2023,Cash,35,Male,North America
860,T00860,Headphones,Bose 700,6,1305.79,17.59,1076.1,7/22/2024,Cash,36,Female,Africa
861,T00861,Laptop,HP Spectre x360,9,2556.31,24.99,1917.49,10/31/2023,Credit Card,45,Male,South America
862,T00862,Mobile,iPhone 13,4,2658.42,20.6,2110.79,9/18/2024,Cash,35,Female,Africa
863,T00863,Mobile,Samsung Galaxy S22,10,1811.05,28.07,1302.69,5/10/2024,Credit Card,64,Female,Asia
864,T00864,Mobile,iPhone 13,6,2884.87,21.5,2264.62,8/30/2023,Debit Card,47,Male,Asia
865,T00865,Mobile,Google Pixel 6,3,1310.91,11.75,1156.88,11/16/2024,PayPal,64,Female,Africa
866,T00866,TV,Samsung QLED,5,1820.21,14.56,1555.19,4/21/2024,Debit Card,59,Female,Africa
867,T00867,TV,Sony Bravia,4,426.65,15.47,360.65,2/22/2024,Credit Card,47,Female,North America
868,T00868,Headphones,Sony WH-1000XM4,1,619.84,3.78,596.41,2/13/2025,Debit Card,54,Female,Asia
869,T00869,Mobile,Google Pixel 6,5,2067.47,29.73,1452.81,2/22/2024,Credit Card,58,Female,North America
870,T00870,Smartwatch,Samsung Galaxy Watch 4,5,2501.09,7.87,2304.25,10/31/2023,PayPal,64,Female,South America
871,T00871,Laptop,HP Spectre x360,1,1642.99,14.49,1404.92,2/10/2024,Cash,27,Male,Africa
872,T00872,Headphones,AirPods Pro,5,1512.89,9.01,1376.58,2/3/2025,Cash,19,Male,Asia
873,T00873,Headphones,Sony WH-1000XM4,7,1487.48,5.47,1406.11,3/1/2023,Cash,67,Male,Africa
874,T00874,Smartwatch,Samsung Galaxy Watch 4,10,502.63,6.79,468.5,6/22/2024,Credit Card,61,Female,South America
875,T00875,Smartwatch,Garmin Forerunner,2,1277.18,9.97,1149.85,7/17/2024,Cash,68,Male,Europe
876,T00876,Mobile,iPhone 13,1,2183.47,25.02,1637.17,7/17/2024,Debit Card,30,Male,Europe
877,T00877,TV,LG OLED,7,870.16,20.91,688.21,3/13/2023,Cash,68,Female,South America
878,T00878,Smartwatch,Apple Watch Series 7,2,2699.25,22.79,2084.09,4/25/2024,PayPal,29,Female,South America
879,T00879,Laptop,MacBook Pro,8,1349.42,5.21,1279.12,3/6/2023,Cash,70,Male,Europe
880,T00880,Smartwatch,Garmin Forerunner,4,2292.11,28.71,1634.05,9/30/2023,PayPal,51,Female,South America
881,T00881,Headphones,Sony WH-1000XM4,9,1057.4,15.05,898.26,3/27/2023,PayPal,69,Male,North America
882,T00882,TV,Samsung QLED,4,1266.65,10.92,1128.33,1/13/2024,PayPal,23,Female,Asia
883,T00883,Laptop,MacBook Pro,5,883.67,2,866,6/6/2024,PayPal,49,Male,Europe
884,T00884,Headphones,Bose 700,8,824.23,2.32,805.11,5/6/2023,Debit Card,58,Female,Africa
885,T00885,Laptop,HP Spectre x360,8,2273.88,16.91,1889.37,9/26/2023,Debit Card,41,Female,Europe
886,T00886,Mobile,Samsung Galaxy S22,4,1596.77,16.81,1328.35,6/30/2023,PayPal,66,Male,Europe
887,T00887,Smartwatch,Samsung Galaxy Watch 4,6,2812.59,26,2081.32,7/26/2023,Cash,46,Female,South America
888,T00888,Laptop,Dell XPS 15,8,2829.02,4.72,2695.49,7/2/2023,Credit Card,42,Male,Africa
889,T00889,Laptop,Dell XPS 15,3,888.81,7.01,826.5,9/26/2024,PayPal,44,Male,Africa
890,T00890,Headphones,Bose 700,10,1295.16,20.62,1028.1,4/1/2024,Cash,56,Female,Asia
891,T00891,TV,Samsung QLED,7,2968.72,20.45,2361.62,1/31/2025,Debit Card,58,Female,Europe
892,T00892,Headphones,AirPods Pro,5,2226.72,10.08,2002.27,2/25/2024,Cash,48,Male,Asia
893,T00893,Laptop,HP Spectre x360,5,2201.35,27.41,1597.96,10/26/2024,Credit Card,33,Male,Asia
894,T00894,TV,Samsung QLED,7,324.16,18.18,265.23,5/4/2023,Credit Card,65,Male,Africa
895,T00895,Smartwatch,Garmin Forerunner,6,2507.33,4.03,2406.28,1/31/2025,PayPal,47,Male,Europe
896,T00896,TV,Sony Bravia,1,1983.6,1.74,1949.09,11/28/2024,Credit Card,41,Female,Europe
897,T00897,Laptop,Dell XPS 15,9,1833.7,3.98,1760.72,2/6/2024,Credit Card,64,Female,North America
898,T00898,TV,Sony Bravia,7,2731.6,8.31,2504.6,1/17/2025,PayPal,49,Male,North America
899,T00899,Laptop,Dell XPS 15,7,1487.92,22.02,1160.28,5/29/2024,PayPal,61,Male,South America
900,T00900,TV,Samsung QLED,6,920.75,14.02,791.66,5/14/2023,Cash,54,Male,Asia
901,T00901,Smartwatch,Garmin Forerunner,4,1558.3,12.27,1367.1,10/16/2024,Debit Card,35,Female,South America
902,T00902,Smartwatch,Garmin Forerunner,8,838.12,18.9,679.72,6/3/2024,Cash,49,Male,Asia
903,T00903,Mobile,Google Pixel 6,6,770.19,2.09,754.09,12/20/2024,Credit Card,18,Male,South America
904,T00904,Smartwatch,Garmin Forerunner,2,1591.98,16.15,1334.88,9/27/2023,Cash,35,Male,Asia
905,T00905,Laptop,Dell XPS 15,10,1074.59,26.73,787.35,3/30/2023,Credit Card,64,Male,Africa
906,T00906,Mobile,iPhone 13,8,1589.86,22.29,1235.48,4/1/2023,Cash,22,Male,South America
907,T00907,Laptop,MacBook Pro,6,1577.28,26.87,1153.46,6/30/2024,Credit Card,25,Female,South America
908,T00908,Laptop,HP Spectre x360,4,2209.56,22.64,1709.32,10/5/2024,PayPal,56,Female,South America
909,T00909,Mobile,Google Pixel 6,2,2555.4,2.24,2498.16,11/14/2024,Debit Card,23,Female,Europe
910,T00910,Smartwatch,Garmin Forerunner,3,2426.89,6.24,2275.45,6/14/2024,Cash,68,Female,North America
911,T00911,Smartwatch,Samsung Galaxy Watch 4,4,1558.64,8.37,1428.18,12/9/2024,PayPal,28,Female,North America
912,T00912,Laptop,HP Spectre x360,8,169.42,11.08,150.65,3/28/2023,Credit Card,70,Male,South America
913,T00913,Mobile,Google Pixel 6,7,214.89,22.35,166.86,2/15/2025,Cash,66,Male,North America
914,T00914,Headphones,Bose 700,4,144.31,24.25,109.31,12/9/2024,PayPal,29,Female,North America
915,T00915,TV,Samsung QLED,1,1679.08,26.95,1226.57,2/14/2025,Credit Card,30,Female,Africa
916,T00916,Mobile,Google Pixel 6,3,932.45,15.81,785.03,1/13/2024,Cash,45,Female,Europe
917,T00917,Laptop,MacBook Pro,6,2753.73,21.63,2158.1,3/20/2024,Debit Card,22,Male,North America
918,T00918,Mobile,Samsung Galaxy S22,5,916.62,20.06,732.75,5/28/2023,Cash,58,Female,Europe
919,T00919,TV,LG OLED,4,1844.76,8.45,1688.88,1/29/2024,Cash,25,Male,Africa
920,T00920,Laptop,Dell XPS 15,7,939.88,7.15,872.68,5/10/2023,PayPal,38,Female,South America
921,T00921,Headphones,AirPods Pro,8,2415.4,17.15,2001.16,4/12/2023,Cash,53,Female,Asia
922,T00922,Headphones,Sony WH-1000XM4,5,688.35,13.59,594.8,7/6/2024,PayPal,67,Female,Africa
923,T00923,TV,Samsung QLED,8,2261.73,8.85,2061.57,9/18/2024,Credit Card,25,Female,North America
924,T00924,Laptop,Dell XPS 15,6,1614.13,14.02,1387.83,8/31/2024,Credit Card,48,Female,Europe
925,T00925,TV,Sony Bravia,9,1804.82,17.43,1490.24,3/25/2024,Cash,56,Male,Africa
926,T00926,Headphones,Sony WH-1000XM4,5,2584.94,3.59,2492.14,1/10/2024,PayPal,22,Male,North America
927,T00927,Laptop,HP Spectre x360,7,517.68,20.77,410.16,12/2/2023,PayPal,21,Male,North America
928,T00928,Mobile,Google Pixel 6,6,283.02,9.24,256.87,1/4/2025,Credit Card,37,Female,Europe
929,T00929,Smartwatch,Apple Watch Series 7,7,2106.82,24.32,1594.44,7/27/2023,PayPal,64,Female,Europe
930,T00930,Mobile,Google Pixel 6,9,2832.68,8.13,2602.38,3/19/2024,Debit Card,35,Male,Europe
931,T00931,Smartwatch,Samsung Galaxy Watch 4,1,805.61,4.07,772.82,12/8/2023,Credit Card,42,Female,South America
932,T00932,Headphones,AirPods Pro,10,1742.85,12.09,1532.14,3/20/2023,Cash,47,Female,Africa
933,T00933,Laptop,HP Spectre x360,5,284.14,22.13,221.26,9/11/2024,Credit Card,62,Female,Africa
934,T00934,Mobile,iPhone 13,9,1485.5,28.27,1065.55,4/27/2023,PayPal,48,Male,North America
935,T00935,Mobile,iPhone 13,4,1928.47,24.35,1458.89,9/23/2023,Credit Card,26,Female,Africa
936,T00936,Mobile,Google Pixel 6,3,358.45,13.77,309.09,9/20/2024,Debit Card,50,Male,South America
937,T00937,Headphones,Bose 700,8,1058.07,25.72,785.93,7/9/2024,Debit Card,35,Male,Africa
938,T00938,Laptop,MacBook Pro,9,908.26,26.99,663.12,7/1/2024,Debit Card,47,Male,South America
939,T00939,Headphones,AirPods Pro,1,694.19,9.72,626.71,2/15/2025,Debit Card,19,Male,Africa
940,T00940,TV,Sony Bravia,8,301.28,11.18,267.6,3/23/2023,Cash,29,Female,Africa
941,T00941,Headphones,Sony WH-1000XM4,4,553.74,18.62,450.63,12/15/2024,PayPal,18,Female,North America
942,T00942,TV,LG OLED,1,2114.05,3.37,2042.81,3/23/2024,PayPal,47,Male,Asia
943,T00943,Laptop,MacBook Pro,5,1045.65,27.53,757.78,2/23/2024,Credit Card,44,Male,Asia
944,T00944,Mobile,Samsung Galaxy S22,9,2957.44,29.78,2076.71,4/4/2023,Debit Card,49,Male,South America
945,T00945,Smartwatch,Samsung Galaxy Watch 4,8,1736.61,29.38,1226.39,10/21/2023,Credit Card,69,Male,Asia
946,T00946,Smartwatch,Apple Watch Series 7,8,1904.19,12.47,1666.74,9/11/2023,Debit Card,57,Male,Asia
947,T00947,Mobile,Google Pixel 6,6,484.29,9.62,437.7,5/4/2023,PayPal,66,Female,South America
948,T00948,Mobile,Samsung Galaxy S22,7,1384.35,8.52,1266.4,11/25/2024,PayPal,54,Male,Africa
949,T00949,Headphones,Sony WH-1000XM4,5,762.42,20.56,605.67,7/21/2023,Debit Card,67,Male,Asia
950,T00950,Mobile,Google Pixel 6,9,892.46,21.25,702.81,1/5/2024,Debit Card,51,Male,Africa
951,T00951,Laptop,HP Spectre x360,10,1762.15,14.76,1502.06,6/5/2023,Credit Card,36,Female,Africa
952,T00952,Headphones,AirPods Pro,5,2209.4,10.37,1980.29,6/16/2024,Credit Card,69,Female,Europe
953,T00953,Mobile,Google Pixel 6,1,976.63,7.39,904.46,12/14/2023,PayPal,38,Female,North America
954,T00954,TV,Samsung QLED,7,2915.86,1.26,2879.12,9/5/2023,Cash,47,Female,Asia
955,T00955,Headphones,AirPods Pro,9,2199.13,22.25,1709.82,4/30/2023,Credit Card,67,Female,North America
956,T00956,TV,Sony Bravia,1,1111.38,13.68,959.34,10/8/2023,Cash,26,Male,Europe
957,T00957,Mobile,Google Pixel 6,1,315.99,5.29,299.27,11/23/2023,Cash,42,Female,Asia
958,T00958,Laptop,HP Spectre x360,4,1064.3,25.49,793.01,5/6/2023,Cash,57,Male,Europe
959,T00959,Laptop,MacBook Pro,6,1421.88,15.47,1201.92,7/16/2024,PayPal,35,Male,North America
960,T00960,Laptop,Dell XPS 15,4,1188.96,7.3,1102.17,11/1/2024,PayPal,59,Male,Europe
961,T00961,Laptop,MacBook Pro,8,2029.78,3.39,1960.97,2/24/2025,Cash,20,Male,North America
962,T00962,Laptop,MacBook Pro,3,2017.1,4.9,1918.26,12/24/2024,Debit Card,33,Female,South America
963,T00963,TV,LG OLED,3,2580.61,15.84,2171.84,3/17/2024,Credit Card,36,Male,Europe
964,T00964,Mobile,Google Pixel 6,8,2837.29,20.52,2255.08,9/30/2023,Debit Card,32,Male,North America
965,T00965,TV,Sony Bravia,10,419.34,22.5,324.99,1/29/2025,Credit Card,31,Female,North America
966,T00966,TV,LG OLED,7,846.88,12.73,739.07,7/17/2023,Cash,53,Male,Asia
967,T00967,Smartwatch,Samsung Galaxy Watch 4,10,425.65,8.04,391.43,7/12/2023,Debit Card,46,Female,North America
968,T00968,Headphones,AirPods Pro,4,2401.69,11.06,2136.06,11/25/2024,PayPal,25,Male,South America
969,T00969,Smartwatch,Garmin Forerunner,10,2820.07,27.72,2038.35,6/14/2023,Debit Card,19,Male,North America
970,T00970,Smartwatch,Apple Watch Series 7,8,1134.95,11.71,1002.05,10/21/2024,Debit Card,54,Male,Africa
971,T00971,TV,Sony Bravia,4,1302.33,27.46,944.71,8/2/2024,Debit Card,42,Male,North America
972,T00972,Mobile,Google Pixel 6,7,2296.98,16.48,1918.44,6/1/2023,Credit Card,58,Male,North America
973,T00973,Laptop,Dell XPS 15,4,1340.56,20.78,1061.99,12/17/2023,Debit Card,67,Female,Europe
974,T00974,Smartwatch,Garmin Forerunner,4,2365.61,10.18,2124.79,11/4/2024,Credit Card,54,Female,South America
975,T00975,Mobile,Samsung Galaxy S22,10,456.92,16.47,381.67,4/30/2023,Debit Card,35,Male,North America
976,T00976,Laptop,HP Spectre x360,4,138.15,1.56,135.99,1/25/2024,Cash,54,Female,South America
977,T00977,TV,Sony Bravia,4,1740.42,10.95,1549.84,3/13/2023,PayPal,36,Female,Europe
978,T00978,Laptop,HP Spectre x360,1,527.22,20.01,421.72,2/7/2024,Cash,60,Female,Europe
979,T00979,Smartwatch,Samsung Galaxy Watch 4,2,1608.7,2.15,1574.11,9/22/2024,Cash,35,Female,Asia
980,T00980,Laptop,MacBook Pro,2,690.04,1.45,680.03,10/14/2023,Cash,39,Male,Asia
981,T00981,Headphones,AirPods Pro,8,621.99,15.4,526.2,8/19/2023,Credit Card,22,Male,North America
982,T00982,Laptop,Dell XPS 15,3,1321.88,23.07,1016.92,8/1/2024,Credit Card,38,Female,North America
983,T00983,TV,LG OLED,5,2112.22,22.22,1642.88,3/11/2023,Cash,29,Female,Europe
